rank,train_index,observed_label,ensemble,confident_learning,knn_cc,has_template,crawler_ua,script_ua,user_agent
67,7,1,0.288112481909318,0.0,0.0,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
68,1325,0,0.28671835869365575,0.0,0.0,True,False,False,Mozilla/5.0 (Linux; Android 16; SM-A556E Build/BP4A.251205.006; wv) AppleWebKit/
69,549,1,0.28433095367001116,0.0,0.0,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
70,1685,0,0.2837288303847693,0.0,0.5,True,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
71,411,1,0.28369803331868426,0.0,0.65,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 26_5 like Mac OS X) AppleWebKit/605.1.15 (KHT
72,1145,1,0.28302535207031476,0.0,0.0,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
73,909,0,0.2828887572650793,0.0,0.25,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_16 like Mac OS X) AppleWebKit/605.1.15 (
74,1948,0,0.28088424438138443,0.0,0.2,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
75,546,0,0.28082423573787674,0.0,0.15,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
76,1919,0,0.2806545090070344,0.0,0.45,True,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
77,1510,1,0.2794911935358944,0.0,0.0,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
78,698,1,0.27916955420956974,0.0,0.0,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
79,2045,1,0.27873791285997096,0.0,0.05,False,False,False,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome"
80,1385,0,0.27817266432175164,0.0,0.0,True,False,False,Mozilla/5.0 (Linux; Android 14; SM-A235M Build/UP1A.231005.007; wv) AppleWebKit/
81,212,0,0.27802450799481804,0.0,0.0,True,False,False,Mozilla/5.0 (Linux; Android 14; SM-A156M Build/UP1A.231005.007; wv) AppleWebKit/
82,123,0,0.2776484989464219,0.0,0.1,True,False,False,Mozilla/5.0 (Linux; Android 16; SM-A566E Build/BP4A.251205.006; wv) AppleWebKit/
83,2791,1,0.2764661204447584,0.0,0.0,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
84,1975,0,0.27577708707201554,0.0,0.3,True,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
85,453,1,0.2754871363369265,0.0,0.15,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
86,2368,1,0.27533671713370783,0.0,0.1,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
87,2144,0,0.27455554504884283,0.0,0.35,True,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
88,1995,0,0.2735682474297147,0.0,0.05,True,False,False,Mozilla/5.0 (Linux; Android 16; SM-A175F Build/BP2A.250605.031.A3; wv) AppleWebK
89,40,0,0.2730176580959606,0.0,0.15,True,False,False,Mozilla/5.0 (Linux; Android 13; SM-A325M Build/TP1A.220624.014; wv) AppleWebKit/
90,1629,1,0.27235565728875394,0.0,0.2,True,False,False,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome"
91,749,0,0.2721920528549674,0.0,0.0,True,False,False,Mozilla/5.0 (Linux; Android 14; SM-A235M Build/UP1A.231005.007; wv) AppleWebKit/
92,1755,0,0.27184462842532514,0.0,0.05,True,False,False,Mozilla/5.0 (Linux; Android 15; motorola edge 50 Build/V1UWS35H.63-14-6-4-2-5; w
93,2414,0,0.27100468234953584,0.0,0.05,True,False,False,Mozilla/5.0 (Linux; Android 12; SM-A315G Build/SP1A.210812.016; wv) AppleWebKit/
94,1000,1,0.2709763560570401,0.0,0.1,False,True,False,meta-externalads/1.1 (+https://developers.facebook.com/docs/sharing/webmasters/c
95,283,1,0.2698818860474442,0.0,0.0,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
96,2288,0,0.26794347535683155,0.0,0.05,True,False,False,Mozilla/5.0 (Linux; Android 15; SM-A156M Build/AP3A.240905.015.A2; wv) AppleWebK
97,1626,1,0.2678034094222265,0.0,0.0,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
98,1684,0,0.26778161492071395,0.0,0.05,True,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 26_5 like Mac OS X) AppleWebKit/605.1.15 (KHT
99,1654,1,0.2670409117782236,0.0,0.1,True,True,False,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
100,2594,1,0.2670050123579486,0.0,0.55,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 26_5 like Mac OS X) AppleWebKit/605.1.15 (KHT
