rank,train_index,observed_label,ensemble,confident_learning,knn_cc,has_template,crawler_ua,script_ua,user_agent
33,2723,1,0.576074528149673,0.3733333333333333,0.8,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
34,1837,1,0.5720846642995799,0.5066666666666666,0.75,False,False,False,"Mozilla/5.0 (iPad; CPU OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like "
35,836,1,0.5709545249142826,0.4266666666666667,0.7,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
36,895,1,0.5699867209405989,0.3733333333333333,0.8,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
37,2071,1,0.5681639785608257,0.6266666666666667,0.45,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
38,861,0,0.5655221313176665,0.14666666666666667,0.9,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
39,1803,0,0.5649352765361161,0.26666666666666666,0.7,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
40,794,1,0.5623958020812808,0.6799999999999999,0.7,False,False,False,"Mozilla/5.0 (iPad; CPU OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like "
41,853,1,0.5593059498517092,0.24,0.85,False,False,False,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:149.0) Gecko/20100101 Firefox/149.0
42,1141,1,0.5552393779388698,0.0,1.0,True,False,False,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0
43,2627,1,0.5548737466811512,0.15999999999999998,1.0,False,False,False,"Mozilla/5.0 (iPad; CPU OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like "
44,2030,1,0.5535158381473135,0.6666666666666667,0.5,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
45,1677,1,0.5486204482905469,0.43999999999999995,0.75,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
46,1784,0,0.5480397011568111,0.17333333333333334,0.95,False,False,False,"Mozilla/5.0 (iPad; CPU OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, lik"
47,1539,1,0.5480153728986806,0.19999999999999996,0.8,False,False,False,"Mozilla/5.0 (iPad; CPU OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like "
48,2016,1,0.5479342423020103,0.3466666666666667,0.75,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
49,593,1,0.5469910004133036,0.5333333333333334,0.85,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
50,2624,1,0.5414437071554989,0.5066666666666666,0.6,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
51,1447,1,0.5396800478424546,0.4666666666666666,0.75,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
52,781,1,0.5391034219565588,0.026666666666666616,0.95,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
53,255,1,0.5383451790672388,0.2933333333333333,0.55,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
54,2036,1,0.5365524246150594,0.3466666666666667,0.75,False,False,False,"Mozilla/5.0 (iPad; CPU OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, lik"
55,991,1,0.5357784492000112,0.4266666666666667,0.85,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
56,1569,1,0.5342308840296457,0.39999999999999997,0.65,False,False,False,"Mozilla/5.0 (iPad; CPU OS 26_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, lik"
57,1580,1,0.5338929270382695,0.48,0.55,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
58,602,1,0.5325856216969946,0.5066666666666666,0.6,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
59,2305,1,0.5320737118570013,0.17333333333333334,0.95,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
60,1440,1,0.5314769915976062,0.24,0.85,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
61,414,1,0.5281902474467669,0.3466666666666667,0.75,False,False,False,Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHT
62,1185,1,0.527998711382467,0.30666666666666664,0.65,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
63,1318,1,0.527355769459557,0.7733333333333334,0.85,False,False,False,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)"
64,1596,1,0.5270698470104731,0.3333333333333333,0.85,False,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, lik"
